folder,task,model,oneHotEncoding,mlpLayers,mlpWidth,mlpDropout,mlpEpochs,mlpEmbNeurons,logrC,auc,f1,acc,set,test_auc,test_f1,test_acc,test_set,auc+f1
2025-4-13_13-28-5_experiment-0,survival12,MLPEmb,True,2,50,0.5,20,5,1.0,0.9448883939471563,0.9874052432090967,0.9753468062908149,,,,,,1.9322936371562531
2025-4-13_13-12-15_experiment-0,survival12,MLPEmb,True,2,50,0.4,20,10,1.0,0.944895461823615,0.9873848222406769,0.9753468062908149,,,,,,1.9322802840642919
2025-4-13_12-48-43_experiment-0,survival12,MLPEmb,True,2,50,0.3,20,10,1.0,0.9447165160423661,0.9873588003719163,0.9753081649213649,,,,,,1.9320753164142823
2025-4-13_11-5-40_experiment-0,survival12,MLPEmb,True,1,50,0.5,20,5,1.0,0.9446400009252492,0.9870664082585137,0.9747285443796128,,,,,,1.931706409183763
2025-4-13_9-56-33_experiment-0,survival12,MLPEmb,True,1,20,0.5,20,5,1.0,0.9446400009252492,0.9870664082585137,0.9747285443796128,,,,,,1.931706409183763
2025-4-13_10-43-9_experiment-0,survival12,MLPEmb,True,1,50,0.4,20,5,1.0,0.9443573394114215,0.9871244635193133,0.9748444684879632,,,,,,1.9314818029307348
2025-4-13_9-33-45_experiment-0,survival12,MLPEmb,True,1,20,0.4,20,5,1.0,0.9443573394114215,0.9871244635193133,0.9748444684879632,,,,,,1.9314818029307348
2025-4-13_10-19-50_experiment-0,survival12,MLPEmb,True,1,50,0.3,20,5,1.0,0.9443304065185526,0.9869826699374852,0.9745739789018123,,,,,,1.9313130764560378
2025-4-13_9-11-26_experiment-0,survival12,MLPEmb,True,1,20,0.3,20,5,1.0,0.9443304065185526,0.9869826699374852,0.9745739789018123,,,,,,1.9313130764560378
2025-4-13_10-50-18_experiment-0,survival12,MLPEmb,True,1,50,0.4,20,10,1.0,0.9437194635610274,0.9869775174160861,0.9745739789018123,,,,,,1.9306969809771135
2025-4-13_9-41-6_experiment-0,survival12,MLPEmb,True,1,20,0.4,20,10,1.0,0.9437194635610274,0.9869775174160861,0.9745739789018123,,,,,,1.9306969809771135
2025-4-13_10-3-53_experiment-0,survival12,MLPEmb,True,1,20,0.5,20,10,1.0,0.9434717130733441,0.9870232631745528,0.9746512616407126,,,,,,1.930494976247897
2025-4-13_11-13-5_experiment-0,survival12,MLPEmb,True,1,50,0.5,20,10,1.0,0.9434717130733441,0.9870232631745528,0.9746512616407126,,,,,,1.930494976247897
